"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lat","Lon","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL","Processing","lon","lat","project"
"46655",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.flickr.com/photos/115096994@N02/21784939356",,"merged",,,"SwordsPt1"
"46656","580","Leaf shaped Sword","IVa","Manx Museum, Isle of Man,1","Isle of Man,Berrag,Jurby","Jurby, Île de Man","54.35903","-4.5200589999999465","","None","None","None","614","hilt plate 45; 25; 55,blade 47","","1056.03","","","5; 8; 7.5","","Cu. 81.70; St. 11.20; Pb. 6.15; Fe. 0.17; Zc. 0.50,99.72","","A faintly marked rounded median-ridge sinking gradually from the hiltend, with shallow fluting along the edges. 7 Rivet holes, one contains remains of rivet.","","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21784941446","https://farm1.staticflickr.com/704/21784941446_3162ce1136_m.jpg","superuser",-4.5201,54.359,"SwordsPt1"
"46657","580","Leaf shaped Sword (portion)","IIIc","Dover Museum,presented by Rev. W. Vallance.","England,Kent,Sittingbourne,16th Jan. 1862","Sittingbourne, Sittingbourne, Kent, Royaume-Uni","51.340402","0.7315959999999677","","16","1","1862","194","blade 21.5,hilt 43; 19.5","","141.75","a little green patina but blade is mostly golden bronze.","fairly smooth. Hilt slightly corroded.","blade 6.75","","","Found in an urn with 6 bronze rings measuring from 1 1/2 - 2 1/4 cms in diameter.","four of the holes are filed. There are no rivets attached.","C. Roach Smith Collectanea Antiqua I, 1848, pp. 101-102","Originally 3 pieces found.,Three feet away was another urn containing 4 Sock. Axes.,JCM","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21623209358","https://farm6.staticflickr.com/5755/21623209358_681bd10c57_m.jpg","superuser",0.7316,51.3404,"SwordsPt1"
"46658","580","Sword Fragment","Frag.","Mr. Lemmon, Saltwood","England,Kent,Saltwood,Hayne Wood, on line of railway, cutting, 6 ft. below surface, lying on stratum of sand, c. 25 yards N.E. by N. of summit of hill. Found June 4, 1872? (Kent LXXIV. NE.)","Saltwood, Kent, Royaume-Uni","51.0857408","1.0688129000000117","","4","6","1872","40","42","","52","green & brown","smooth","9","","","Part of a large hoard; see card for first sword fragment.","Fragment of shoulders; rivet holes torn; on each side of mid rib are three incised lines on one face of blade, on the other face (drawn in sketch) in out side of midrib are four incisions.","Evans,Journ. Anthrop. Inst. III 230.,Ant. Journ. XXX, 279.,Jessup. Arch. of Kent, 107.","","Denis Antoine","https://www.flickr.com/photos/115096994@N02/21189998303","https://farm6.staticflickr.com/5741/21189998303_41eb9dc678_m.jpg","superuser",1.0688,51.0857,"SwordsPt1"
"46659","433","Sword Fragment/Shoulder Fragment","IVa","Folkstone Museum","England,Kent,Saltwood,Hayne Wood, on line of railway cutting 6 ft below surface, lying on stratum of sand c. 25 yards NE by N of summit of hill,Found June 4, 1872","Saltwood, Hythe, Hythe, Kent CT21, UK","51.078072","1.0757059999999683","Kent LXXIN NE","4","6","1872","101","49.5","","113","Green brown, mostly green.","Rather rough.","6 across blade section","","","Part of a large hoard; now consisting of: 5 socketed celts; 16 fragments of socketed celts; 2 spearheads V; 2 spearhead fragments; 14 sword fragments; 2 sicket fragments; 2 socketed knife fragments; 3 bracelet fragments; 1 socketed gouge; 1 looped mount; 1 chape; 1 chisel; 1 disc; miscasting of a socket; 1 linch pin; 14 lumps; and some pieces now missing, see Evans & Arch. Journ. XXX","Fragment consisting of part of hilt, shoulders, and part of blade. Hilt broken across a rivet hole, below is another with rivet still in place. Two rivet holes in each shoulder, one of them being stopped up. Shoulders straight; except for a slight rounding at their points, Ricasso notches. Blade broken off 10mm below ricasso notches. Hilt is irregularly cast.Traces of wood still adhering round rivet in hilt","Arch. Journ. XXX, 279,Evans,Journ. Anthrop. Inst. III, 230,Jessup, Arch. of Kent, 107","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21799291782","https://farm1.staticflickr.com/616/21799291782_e68b31b234_m.jpg","superuser",1.0757,51.0781,"SwordsPt1"
"46660","433","Fragment of Sword Hilt","Frag","Mr. Lemmon, Saltwood","England,Kent,Saltwood,Hayne Wood, on line of railway cutting 6 ft. below surface, lying on stratum of sand, c. 25 yards NE by N of summit of hill. Found June 4, 1872","Saltwood, Hythe, Hythe, Kent CT21, UK","51.078072","1.0757059999999683","Kent LXXIV NE","4","6","1872","53","25","","40","Greyish green patina","Smooth","","","","Part of a large hoard; see card for first sword fragment.","Part of hilt. Two rivet holes, below the second is a slight central thickening; slight flanges along the edge. The whole is slightly bent.","Arch. Journ. XXX 278,Evans,Jessup, Arch. of Kent, 107,Journ. Anthrop. Instit. III, 230","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21799292792","https://farm6.staticflickr.com/5821/21799292792_33d4873e1e_m.jpg","superuser",1.0757,51.0781,"SwordsPt1"
"46661","433","Sword Fragment","IVa","Mr. Lemmon, Saltwood","England,Kent,Saltwood,Hayne Wood, on line of railway cutting, 6 ft. below surface, lying on stratum of sand, c. 25 yards NE by N of summit of hill. Found June 4, 1872","Saltwood, Hythe, Hythe, Kent CT21, UK","51.078072","1.0757059999999683","Kent LXXIV NE","4","6","1872","83","48 across shoulders","","80","Green & brown","Mostly smooth.","5","","","Part of large hoard; see card for first sword fragment.","Fragment consisting of shoulders & upper part of blade. Cutting edges of blade chipped & blunt; ricasso notches, one almost completely broken away. Rivet hole in each shoulder, above the rivet was there develop slight flanges to the hilt-piece; mid rib extending the whole length of the fragment. Considerably bent.","Arch. Journ. XXX, 279,Evans,Jessup, Arch. of Kent, 107,Journ. Anthrop. Inst. III, 230","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21623213258","https://farm1.staticflickr.com/608/21623213258_58db0ebd3a_m.jpg","superuser",1.0757,51.0781,"SwordsPt1"
"46662","433","Sword","IIa","Mr. H. Baze (1952),In 1958 in the possession of Alec who kept a whelk stall at Dymchurch","Kent,Folkstone,East Wear Bay, dredged 40 yards off shore; off site Roman Villa,April or May 1951","Folkestone, Kent, UK","51.081397","1.1694559999999683","","None","5","1951","625.48","","","","","","","Length: 24 5/8"" = 625.48mm","","","Immediately below the outer rivet-hole on each side, a small raised feature of semi-circular section (it is too ill-defined to rank properly as a beading or moulding) curves inwards for a couple of inches, after which it tapers away? J.D.C.","Arch. Cont. LXV, 90ff","DF(S)","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21811105105","https://farm6.staticflickr.com/5752/21811105105_cd1037de0a_m.jpg","superuser",1.1695,51.0814,"SwordsPt1"
"46663","433","Hilt of Sword","IVa","Dover Museum","England,Kent,Dover,Buckland Brick Field","Dover, Kent, UK","51.1278758","1.3134026999999833","","None","None","None","78","42, 22, 24","","49.59","No patina","Fairly smooth, very slight encrustment, good deal of golden bronze showing, clay or sand nearly all over.","6, 1","","","Dug up with a number of celts & fragments","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21799295622","https://farm1.staticflickr.com/582/21799295622_d9a5b5f1a3_m.jpg","superuser",1.3134,51.1279,"SwordsPt1"
"46664","433","Sword","","Twickenham Gravel Co., Lts.,The Wilderness, Blackheath, near Camberley, Surrey,(Shown to London Museum, Dec. 1962)","Kent,Darenth,in bed of old course of river Darenth, near existing bridge,September 1962","Darenth, Dartford, Kent, UK","51.4194914","0.24185869999996612","TQ.5606.7006","None","9","1962","608","","","","","","","","","","Blade has somewhat flattened, mid-rib and bevelled edges. On each face a slight groove follows the outline of the blade until it converges on the mid-rib about 6 cm. from point. On each face surface of metal changes on semi-circular line immediately below hilt. Hilt broken and sword corroded.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21624208529","https://farm6.staticflickr.com/5736/21624208529_c2edb331b4_m.jpg","superuser",0.2419,51.4195,"SwordsPt1"
"46665","433","Leaf-shaped Sword","IVa","Museum of Archaeology, Cambridge","England,Kent,Bromley,1873","Bromley, Greater London, UK","51.406025","0.01315599999998085","","None","None","1873","598","blade 40; end of hilt 38","","646","Shades of green","","blade 7.5","","","Found with another","20 rivet holes instead of slot, one containing a rivet 4 other rived holes one being broken into. Two beads along the cutting edge.","Preshistoric Bronzes 145, No catalogue,Foster Bequest, 236. The numbers do not correspond in the catalogue.,R.F. Jessup, 'Kent', 105-253.","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21811109145","https://farm1.staticflickr.com/645/21811109145_1eddcb881b_m.jpg","superuser",0.0132,51.406,"SwordsPt1"
"46666","433","Leaf Shaped Sword, Shoulder Frag.","IIc","Herts. County Museum, St. Albans,Lent by Mr. F. F. Fossey","England,Herts,Rushden,Cumberlow Green","Cumberlow Green, Buntingford, Hertfordshire SG9, UK","51.958025","-0.10794199999998","","None","None","None","116.5","hilt 22, 49; blade 40, 27","","163","Greeny bronze patina","Smooth","9.5, 8","","","A founder's hoard of 6 - 2 pieces of  L.S. Swords, a winged celt. 2 socketed celts & a palstave.","","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21624211779","https://farm6.staticflickr.com/5742/21624211779_f93c369c2e_m.jpg","superuser",-0.1079,51.958,"SwordsPt1"
"46667","433","Sword Fragment","IVa","Cambridge, Museum of Archaeology and Ethnology,23.116","England,Herts.,Rushden,Cumberlow Green","Cumberlow Green, Buntingford, Hertfordshire SG9, UK","51.958025","-0.10794199999998","","None","None","None","","","","","","","","","","Cumberlow Green Hoard","","Evans, Bronze Impls. 94,J.R.A.I. VI, 195","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21820607761","https://farm1.staticflickr.com/666/21820607761_8172e90d4c_m.jpg","superuser",-0.1079,51.958,"SwordsPt1"
"46668","433","Ballintober Leaf-shaped sword","C","Letchworth Museum, 6.4387.26, Hit","England,Hertfordshire,Hitchin,Gravel Pit off London Road, 1926","London Rd, Hitchin, Hertfordshire SG4, UK","51.9088332","-0.2528806999999915","","None","None","1926","342.9","35.56","","","","","5.08","Length: 13.5"" = 342.9; Width 1.4"" = 35.56; Thickness: 0.2"" = 5.08","","","Flaring shoulders and very slight bevel for blade. Midrib runs whole length. Two breaks are marked on drawing.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21188366724","https://farm6.staticflickr.com/5796/21188366724_208d34a526_m.jpg","superuser",-0.2529,51.9088,"SwordsPt1"
"46669","433","Sword; Hilt Fragment + 1 Blade Fragment","IVa","Hereford Museum & Gallery,Acc. No. 1307/2","England,Herefordshire,Hereford,Fairoaks,(Found about 1888)","Hereford, Hereford, UK","52.05639799999999","-2.71597399999996","","None","None","1888","Pommel End 249","Pommel 40; Base of blade 49","","","Brown, traces of dark green.","","10 max","","","With 1307/1 (Dirk)","Surface pitted; edges much chipped. Casting fault at base of pommel.","","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21624216029","https://farm6.staticflickr.com/5799/21624216029_e0b70e7e3c_m.jpg","superuser",-2.716,52.0564,"SwordsPt1"
"46670","433","Leaf Shaped Sword","IVa","Hereford Museum,Presented by E. E. Edwards, Esq. 1888","England,Herefordshire,Hereford,Fairoaks","Hereford, Hereford, UK","52.05639799999999","-2.71597399999996","","None","None","None","handle 251; blade 223","handle 49; blade 42","","","(Handle portion) Blackish patina some pockmarks. (Blade) smooth blackish patina showing golden in places.","","about 8","","","Found with a dirk.","Roughly made handle only very slightly flanged.","V.C.H. Herefordshire, i. p. 163 (fig)","","Joellen mcGann","https://www.flickr.com/photos/115096994@N02/21799307142","https://farm1.staticflickr.com/563/21799307142_1ac489dbe1_m.jpg","superuser",-2.716,52.0564,"SwordsPt1"
